11.4900,14.5900,73.9900,404.9000,0.1046,0.0823,0.0531,0.0197,0.1779,0.0657,0.2034,1.1660,1.5670,14.3400,0.0050,0.0211,0.0416,0.0080,0.0184,0.0036,12.4000,21.9000,82.0400,467.6000,0.1352,0.2010,0.2596,0.0743,0.2941,0.0918,5.4881,7.1519,6.0276,5.4488,4.2365,6.4589,4.3759,8.9177,9.6366,3.8344,7.9173,5.2889,5.6804,9.2560,0.7104,0.8713,0.2022,8.3262,7.7816,8.7001,9.7862,7.9916,4.6148,7.8053,1.1827,6.3992,1.4335,9.4467,5.2185,4.1466,2.6456,7.7423,4.5615,5.6843,0.1879,6.1764,6.1210,6.1693,9.4375,6.8182,3.5951,4.3703,6.9763,0.6023,6.6677,6.7064,2.1038,1.2893,3.1543,3.6371,5.7020,4.3860,9.8837,1.0204,2.0888,1.6131,6.5311,2.5329,4.6631,2.4443,1.5897,1.1038,6.5633,1.3818,1.9658,3.6873,8.2099,0.9710,8.3794,0.9610,9.7646,4.6865,9.7676,6.0485,7.3926,0.3919,2.8281,1.2020,2.9614,1.1873,3.1798,4.1426,0.6415,6.9247,5.6660,2.6539,5.2325,0.9394,5.7595,9.2930,3.1857,6.6741,1.3180,7.1633,2.8941,1.8319,5.8651,0.2011,8.2894,0.0470
10.4900,18.6100,66.8600,334.3000,0.1068,0.0668,0.0230,0.0178,0.1482,0.0660,0.1485,1.5630,1.0350,10.0800,0.0089,0.0094,0.0181,0.0092,0.0179,0.0033,11.0600,24.5400,70.7600,375.4000,0.1413,0.1044,0.0842,0.0653,0.2213,0.0784,6.7782,2.7001,7.3519,9.6219,2.4875,5.7616,5.9204,5.7225,2.2308,9.5275,4.4713,8.4641,6.9948,2.9744,8.1380,3.9651,8.8110,5.8127,8.8174,6.9253,7.2525,5.0132,9.5608,6.4399,4.2386,6.0639,0.1919,3.0157,6.6017,2.9008,6.1802,4.2877,1.3547,2.9828,5.6996,5.9087,5.7433,6.5320,6.5210,4.3142,8.9655,3.6756,4.3586,8.9192,8.0619,7.0389,1.0023,9.1948,7.1424,9.9885,1.4945,8.6813,1.6249,6.1556,1.2382,8.4801,8.0732,5.6910,4.0718,0.6917,6.9743,4.5354,7.2206,8.6638,9.7552,8.5580,0.1171,3.5998,7.2999,1.7163,5.2104,0.5434,2.0000,0.1852,7.9370,2.2392,3.4535,9.2808,7.0441,0.3184,1.6469,6.2148,5.7723,2.3789,9.3421,6.1397,5.3563,5.8991,7.3012,3.1194,3.9822,2.0984,1.8619,9.4437,7.3955,4.9046,2.2741,2.5436,0.5803,4.3442
12.2500,17.9400,78.2700,460.3000,0.0865,0.0668,0.0389,0.0233,0.1970,0.0623,0.2200,0.9823,1.4840,16.5100,0.0055,0.0156,0.0199,0.0079,0.0180,0.0025,13.5900,25.2200,86.6000,564.2000,0.1217,0.1788,0.1943,0.0821,0.3113,0.0813,3.1180,6.9634,3.7775,1.7960,0.2468,0.6725,6.7939,4.5370,5.3658,8.9667,9.9034,2.1690,6.6308,2.6332,0.2065,7.5838,3.2002,3.8346,5.8832,8.3105,6.2898,8.7265,2.7354,7.9805,1.8564,9.5279,6.8749,2.1551,9.4737,7.3086,2.5394,2.1331,5.1820,0.2566,2.0747,4.2469,3.7417,4.6358,2.7763,5.8678,8.6386,1.1753,5.1738,1.3207,7.1686,3.9606,5.6542,1.8328,1.4485,4.8806,3.5561,9.4043,7.6533,7.4866,9.0372,0.8342,5.5219,5.8448,9.6194,2.9215,2.4083,1.0029,0.1643,9.2953,6.6992,7.8515,2.8173,5.8641,0.6396,4.8563,9.7750,8.7651,3.3816,9.6157,2.3170,9.4932,9.4138,7.9920,6.3045,8.7429,2.9302,8.4894,6.1788,0.1324,3.4723,1.4814,9.8183,4.7837,4.9739,6.3947,3.6858,1.3690,8.2212,1.8985,5.1132,2.2432,0.9784,8.6219,9.7292,9.6083
18.3100,18.5800,118.6000,1041.0000,0.0859,0.0847,0.0817,0.0581,0.1621,0.0542,0.2577,0.4757,1.8170,28.9200,0.0029,0.0092,0.0141,0.0067,0.0107,0.0011,21.3100,26.3600,139.2000,1410.0000,0.1234,0.2445,0.3538,0.1571,0.3206,0.0694,9.0656,7.7405,3.3315,0.8110,4.0724,2.3223,1.3249,0.5343,7.2559,0.1143,7.7058,1.4695,0.7952,0.8960,6.7205,2.4537,4.2054,5.5737,8.6055,7.2704,2.7033,1.3148,0.5537,3.0160,2.6212,4.5614,6.8328,6.9563,2.8352,3.7993,1.8115,7.8855,0.5685,6.9700,7.7870,7.7741,2.5942,3.7381,5.8760,2.7282,3.7085,1.9705,4.5986,0.4461,7.9980,0.7696,5.1884,3.0681,5.7754,9.5943,6.4557,0.3536,4.3040,5.1002,5.3618,6.8139,2.7760,1.2886,3.9268,9.5641,1.8713,9.0398,5.4381,4.5691,8.8204,4.5860,7.2417,3.9903,9.0404,6.9003,6.9962,3.2772,7.5678,6.3606,2.4002,1.6054,7.9639,9.5917,4.5814,5.9098,8.5772,4.5722,9.5187,5.7575,8.2077,9.0884,8.1552,1.5941,6.2890,3.9843,0.6271,4.2403,2.5868,8.4904,0.3330,9.5898,3.5537,3.5671,0.1633,1.8523
6.9810,13.4300,43.7900,143.5000,0.1170,0.0757,0.0000,0.0000,0.1930,0.0782,0.2241,1.5080,1.5530,9.8330,0.0102,0.0108,0.0000,0.0000,0.0266,0.0041,7.9300,19.5400,50.4100,185.2000,0.1584,0.1202,0.0000,0.0000,0.2932,0.0938,4.0126,9.2929,0.9961,9.4530,8.6949,4.5416,3.2670,2.3274,6.1446,0.3307,0.1561,4.2880,0.6807,2.5194,2.2116,2.5319,1.3106,0.1204,1.1548,6.1848,9.7426,9.9035,4.0905,1.6295,6.3876,4.9031,9.8941,0.6530,7.8323,2.8840,2.4142,6.6250,2.4606,6.6586,5.1731,4.2409,5.5469,2.8705,7.0657,4.1486,3.6055,8.2866,9.2497,0.4601,2.3263,3.4852,8.1497,9.8549,9.6897,9.0495,2.9656,9.9201,2.4942,1.0591,9.5095,2.3342,6.8977,0.5836,7.3071,8.8172,2.7244,3.7906,3.7430,7.4879,2.3781,1.7185,4.4929,3.0447,8.3919,2.3774,5.0239,9.4258,6.3400,8.6729,9.4021,7.5076,6.9958,9.6797,9.9440,4.5182,0.7087,2.9279,1.5235,4.1749,1.3129,6.0412,3.8281,8.9539,9.6779,5.4688,2.7482,5.9223,8.9676,4.0673,5.5208,2.7165,4.5544,4.0171,2.4841,5.0587
9.7870,19.9400,62.1100,294.5000,0.1024,0.0530,0.0068,0.0079,0.1350,0.0689,0.3350,2.0430,2.1320,20.0500,0.0111,0.0146,0.0053,0.0053,0.0180,0.0057,10.9200,26.2900,68.8100,366.1000,0.1316,0.0947,0.0205,0.0238,0.1934,0.0899,3.1038,3.7303,5.2497,7.5060,3.3351,9.2416,8.6232,0.4869,2.5364,4.4614,1.0463,3.4848,7.4010,6.8051,6.2238,7.1053,2.0492,3.4170,6.7624,8.7923,5.4368,2.8270,0.3024,7.1034,0.0788,3.7268,5.3054,9.2211,0.8949,4.0594,0.2431,3.4261,6.2223,2.7907,2.0975,1.1570,5.7714,6.9527,6.7196,9.4886,0.0270,6.4720,6.0039,5.8874,9.6277,0.1687,6.9648,8.1368,5.0981,3.3396,7.9084,0.9724,4.4204,5.1995,6.9396,0.9089,2.2776,4.1030,6.2329,8.8696,6.1883,1.3346,9.8058,8.7179,5.0272,9.2235,5.4138,9.2331,8.2990,9.6829,9.1978,0.3603,1.7477,3.8913,9.5214,3.0003,1.6047,8.8630,4.4639,9.0788,1.6023,6.6112,4.4026,0.7649,6.9646,2.4740,0.3962,0.5994,0.6108,9.0773,7.3988,8.9806,6.7258,5.2894,3.0445,9.9796,3.6219,4.7065,3.7825,9.7953
13.0800,15.7100,85.6300,520.0000,0.1075,0.1270,0.0457,0.0311,0.1967,0.0681,0.1852,0.7477,1.3830,14.6700,0.0041,0.0190,0.0170,0.0065,0.0168,0.0024,14.5000,20.4900,96.0900,630.5000,0.1312,0.2776,0.1890,0.0728,0.3184,0.0818,1.7466,3.2799,6.8035,0.6321,6.0725,4.7765,2.8400,2.3841,5.1451,3.6793,4.5652,3.3748,9.7049,1.3344,0.9680,3.4339,5.9103,6.5918,3.9726,9.9928,3.5189,7.2141,6.3758,8.1305,9.7623,8.8979,7.6456,6.9825,3.3550,1.4769,0.6264,2.4190,4.3228,5.2200,7.7308,9.5874,1.1732,1.0700,5.8969,7.4540,8.4815,9.3583,9.8343,3.9980,3.8034,1.4781,6.8493,6.5676,8.6206,0.9726,4.9778,5.8108,2.4156,1.6903,8.5958,0.5853,4.7062,1.1583,4.5706,9.7996,4.2371,8.5712,1.1732,2.7125,4.0379,3.9981,6.7138,3.4472,7.1377,6.3919,3.9916,4.3176,6.1453,0.7004,8.2241,6.5342,7.2634,5.3692,1.1048,4.0504,4.0537,3.2104,0.2995,7.3725,1.0978,6.0631,7.0322,6.3479,9.5914,1.0330,8.6717,0.2919,5.3492,4.0424,5.2418,3.6510,1.9057,0.1912,5.1815,8.4278
11.1500,13.0800,70.8700,381.9000,0.0975,0.0511,0.0198,0.0179,0.1830,0.0611,0.2251,0.7815,1.4290,15.4800,0.0090,0.0090,0.0120,0.0082,0.0239,0.0016,11.9900,16.3000,76.2500,440.8000,0.1341,0.0897,0.0712,0.0551,0.2859,0.0677,3.7322,2.2286,0.8053,0.8531,2.2140,1.0001,2.6504,0.6615,0.6560,8.5628,1.6212,5.5968,7.7346,4.5641,1.5337,1.9960,4.3298,5.2823,3.4944,7.8148,7.5102,9.2721,0.2895,8.9569,3.9257,8.7837,6.9078,9.8735,7.5928,3.6454,5.0106,3.7639,3.6491,2.6090,4.9597,6.8174,2.7734,5.2438,1.1738,1.5985,0.4681,9.7073,0.0386,1.7858,6.1287,0.8137,8.8190,7.1962,9.6639,5.0764,3.0040,5.4950,9.3082,5.2076,2.6721,8.7740,3.7192,0.0138,2.4769,3.1823,8.5878,4.5850,4.4459,3.3610,8.8068,9.4503,9.9189,3.7674,9.6615,7.9188,6.7569,2.4489,2.1646,1.6605,9.2276,2.9408,4.5309,4.9396,7.7817,8.4423,1.3907,4.2690,8.4285,8.1803,1.0241,1.5638,3.0420,0.7536,4.2466,1.0762,5.6822,2.4656,5.9643,1.1753,9.7588,9.3256,3.9180,2.4218,2.5040,4.8339
15.1000,22.0200,97.2600,712.8000,0.0906,0.0708,0.0525,0.0333,0.1616,0.0568,0.3105,0.8339,2.0970,29.9100,0.0047,0.0103,0.0160,0.0092,0.0109,0.0016,18.1000,31.6900,117.7000,1030.0000,0.1389,0.2057,0.2712,0.1530,0.2675,0.0787,0.3999,6.3971,4.0830,3.7741,8.0936,7.0904,9.5433,3.5194,8.9754,7.6997,3.5742,6.2167,2.8857,8.7440,1.1243,2.1243,1.8303,4.0303,7.4523,5.2691,4.8768,0.0055,4.2540,0.6355,2.0825,9.3239,2.1540,8.5834,8.0289,1.5915,6.0571,1.1566,7.2789,6.3746,8.1194,4.7938,9.1486,0.4935,2.9289,7.1505,4.1811,1.7295,1.0721,8.1734,4.7314,8.8228,7.3329,4.0973,3.7351,5.1564,8.8906,7.3728,0.0515,6.9416,9.1951,7.1046,1.7701,4.8352,1.4032,3.5900,9.3712,9.2331,2.8284,3.3963,6.0021,9.6320,1.4780,2.5692,8.7356,4.9189,8.9896,1.8552,5.3267,3.2627,3.1654,4.4688,4.3308,3.5735,9.1497,7.3174,7.2755,2.8991,5.7771,7.7918,7.9559,3.4453,7.7087,7.3589,1.4151,8.6595,4.4132,4.8641,4.4837,5.6785,6.2117,4.9818,8.6679,6.2773,4.0143,4.1669
18.6300,25.1100,124.8000,1088.0000,0.1064,0.1887,0.2319,0.1244,0.2183,0.0620,0.8307,1.4660,5.5740,105.0000,0.0062,0.0337,0.0520,0.0116,0.0201,0.0046,23.1500,34.0100,160.5000,1670.0000,0.1491,0.4257,0.6133,0.1848,0.3444,0.0978,8.1084,3.4819,2.1145,0.5938,8.7603,9.1855,1.2012,3.3447,1.7537,1.1590,8.9987,0.5688,9.8049,0.9645,8.6347,5.6651,3.6792,3.4234,7.5736,3.1457,6.5732,5.1733,4.8497,9.0116,5.5465,8.2686,7.2557,0.3856,7.7311,2.1687,9.0315,0.4292,3.3307,0.9973,4.7559,8.2002,2.9819,1.5093,3.3027,8.1388,1.4038,2.2736,0.6885,7.0571,3.9523,3.1084,7.1863,3.3598,7.2777,8.1520,2.1766,9.7382,1.6236,2.9084,1.7980,3.4551,4.8006,5.2218,8.5361,8.8945,2.2010,6.2289,1.1150,4.5897,3.2233,3.1650,4.8258,7.2983,0.6918,8.7917,7.3481,1.7650,9.3916,5.0631,9.9981,1.9726,5.3491,2.9025,3.0417,5.9107,9.2172,8.0526,7.2394,5.5917,9.2230,4.9236,8.7383,8.3398,2.1384,7.7123,0.1217,3.2283,2.2957,5.0686,7.3685,0.9768,5.1492,9.3841,2.2865,6.7714
